 N:  Integral:  Variance:  CPU_time  CPU_time_par 
                  10      0.000261139109     1.245191344e-11      0.009061997844       0.05792999946
                 100       0.01626086432     3.495612639e-07       0.01669799894        0.0124520011
                1000        0.7513699491      0.007792213597        0.1589599997       0.08831100058
               10000        0.1348867675      0.000835938176         1.630807998        0.8306960008
              100000        0.1640351538      0.002718721054           15.221215            7.660706
             1000000        0.2242974901       0.07123569759          133.441555           70.760958
            10000000        0.1909688559       0.01656668544         1393.517746            810.9693
           100000000        0.1921421472       0.02307796868         13783.24547         7773.002629
